,LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3,PRODUCT_NAME,SPECIFICATION_BACKUP,RAW_PRICE,QUANTITY_SOLD
169,/input/mobile_images/2024/2/17/312/ĐÈN LED NĂNG LƯỢNG MẶT TRỜI  GẮN LIỀN TẤM PIN 90W.png,571234,Đèn Năng Lượng Mặt Trời,SMDEN000040,,,,,,,,,,,,Bộ đèn led năng lượng mặt trời gắn liền tấm pin công suất: 90W,"
• Công suất định mức: 90W
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến chuyển động, cảm biến ánh sáng, tự động bật đèn
giá: 730180",730180,21
168,/input/mobile_images/2024/2/17/854/ĐÈN NĂNG LƯỢNG  MẶT TRỜI BÀN CHẢI LIỀN THỂ 3F 100W.png,577788,Đèn Năng Lượng Mặt Trời,SMSMH000052,,,,,,,,,,,,Đèn NLMT bàn chải liền thể 100W 3F,"
• Công suất định mức: 100W 
• Diện tích sử dụng đề xuất:100m2 – 120m2 
• Cấu hình sản phẩm: Điều khiển từ xa, vít lắp, cán đèn 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 2835-480CS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 736780",736780,23
167,/input/mobile_images/2024/2/17/550/ĐÈN TRỤ CỔNG NĂNG LƯỢNG MẶT TRỜI GD-08.png,571235,Đèn Năng Lượng Mặt Trời,SMDEN000033,,,,,,,,,,,,Đèn Trụ cổng Năng Lượng Mặt Trời.,"
• Công suất định mức: 5W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng. 
• Lớp chống thấm nước: IP-65
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 8.000mAh Li-Pin 
• Kích thước đèn vuông: 19.5 x 19.5 x 17 Cm(DxRxC), Chân đế: 11x11 Cm 
• Kích thước đèn tròn: 20.5 x 20.5 x 16.5 Cm(DxRxC), Chân đế: 11x11 Cm
• Cân nặng: 0.95kg
giá: 745030",745030,18
166,/input/mobile_images/2024/2/18/536/ĐÈN NĂNG LƯỢNG MẶT TRỜI SÂN VƯỜN UFO 200W.png,577851,Đèn Năng Lượng Mặt Trời,SMSMH000064,,,,,,,,,,,,Đèn NLMT sân vườn UFO 200W,"
• Công suất: 200W 
• Tấm Pin: polysilicon 6V 
• Kích thước: 420mm*320mm 
• Kích thước tổng thể: ø550mm x H120 mm 
• Pin: Lithium ion Lifepo4 – 3.2V 
• Chip LED: Bridgelux, Epistar… 
• Số đèn tích hợp: 5 đèn 
• Số mắt led: 400 mắt (80 mắt mỗi đèn) 
• Tuổi thọ: 50.000 giờ 
• Chất liệu: nhựa ABS cao cấp 
• Mức độ bảo vệ chống nước: IP67 
• Cảm biến ánh sáng ( tối tự sáng – sáng tự tắt) 
• Điều khiển Remote từ xa: tắt/ mở – hẹn giờ – tăng giảm độ sáng 
• Thời gian sạc: 6 – 8 giờ 
• Thời gian chiếu sáng > 14 giờ 
• Trọng lượng: 3,5kg
giá: 759660",759660,11
165,/input/mobile_images/2024/2/17/634/BỘ ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 8840L.png,577774,Đèn Năng Lượng Mặt Trời,SMDEN000015,,,,,,,,,,,,"Bộ đèn pha led năng lượng mặt trời Suntek, Model: 8840L","
• Bảng điều khiển năng lượng mặt trời: 16W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 20-24h liên tục 
• PIN: 24.000mAh LiFePO4 
• Kích thước đèn: 25.4 x 20.2 Cm 
• Kích thước tấm năng lượng mặt trời: 34 x 29 x 1.7 Cm 
• Cân nặng: 2.8kg
giá: 778250",778250,24
164,/input/mobile_images/2024/2/18/875/Đèn NLMT ốp trần 300W.png,577855,Đèn Năng Lượng Mặt Trời,SMSMH000043,,,,,,,,,,,,Đèn NLMT ốp trần 300W,"
• Kích thước đèn: 320 x 320 mm 
• Kích thước tấm pin: 360 x 530 mm 
• Bảng năng lượng mặt trời: Silic đa tinh thể LED 
• Công suất: 300w 
• Thông quang ánh sáng: 1800 LM 
• Chỉ số chống nước: IP67 
• Pin :3.5V/22500mAh 
• Thời gian sạc pin: 5H - 8H 
• Thời gian chiếu sáng: có thể liên tục 12-15H
giá: 845020",845020,41
180,/input/mobile_images/2024/2/18/769/BỘ ĐÈN LED NĂNG LƯỢNG MẶT TRỜI GẮN LIỀN  TẤM PIN 120W.png,577820,Đèn Năng Lượng Mặt Trời,SMDEN000041,,,,,,,,,,,,Bộ đèn led năng lượng mặt trời gắn liền tấm pin công suất: 120W,"
• Công suất định mức: 120W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến chuyển động, cảm biến ánh sáng, tự động bật đèn
giá: 853930",853930,12
171,/input/mobile_images/2024/2/18/82/ĐÈN NĂNG LƯỢNG MẶT TRỜI SÂN VƯỜN UFO JD-FD150.png,577849,Đèn Năng Lượng Mặt Trời,SMSMH000063,,,,,,,,,,,,Đèn NLMT Sân vườn UFO 150W,"
• Công suất đèn: 150w 
• Bóng led: hình tháp tròn UFO 
• Diện tích chiếu sáng: 100m2 
• Pin: Lithium 
• Thời gian sạc: 4-6 giờ 
• Thời gian chiếu sáng: >12 giờ 
• Góc chùm (°): 120 
• Chủng loại: Đèn trang trí sân vườn 
• Tiêu chuẩn chống nước: IP67 
• Số mắt Led: 240 Led 
• Ánh sáng: Trắng 
• Kích thước Panel: 350x350mm (6V/20W) 
• Dung lượng pin: 3.2V/18000mAh
giá: 679360",679360,13
181,/input/mobile_images/2024/2/17/439/ĐÈN NĂNG LƯỢNG  MẶT TRỜI BÀN CHẢI LIỀN THỂ 3F 200W.png,577782,Đèn Năng Lượng Mặt Trời,SMSMH000053,,,,,,,,,,,,Đèn NLMT bàn chải liền thể 200W 3F,"
• Công suất định mức: 200W 
• Kích thước thân đèn: 645mm* 300mm * 70mm 
• Kích thước bảng điều khiển: 4V / 15W polysilicon, 535mm * 210mm 
• Loại pin: Pin lithium sắt phosphate 3.2V / 18000mAH 
• Diện tích sử dụng đề xuất: 100m2 – 150m2 
• Cấu hình sản phẩm: Điều khiển từ xa, vít lắp, cán đèn 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 2835-480CS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 866030",866030,43
190,/input/mobile_images/2024/2/18/855/quat nlmt solar fan.png,577817,Đèn Năng Lượng Mặt Trời,SMSMH000072,,,,,,,,,,,,Quạt NLMT Solar fan,"
• Kích cỡ quạt: 49*22*44 cm 
• Tấm pin NLMT: Poly 2W hiệu suất cao 
• Pin: gắn liền quạt 
• Công nghệ: Lithium chống chai 
• Dung lượng pin: 18000 mAh 
• Thời gian sạc: 4 – 6 giờ 
• Thời gian sử dụng: 8 – 12 giờ 
• Chất liệu: Nhựa ABS + KIM LOẠI sơn tĩnh điện 
• Có kèm bộ sạc điện 220V 
• Có cổng USB sạc điện thoại và nhiều thiết bị khác: 5V/1A.
giá: 1098240",1098240,17
183,/input/mobile_images/2024/2/18/590/ĐÈN NĂNG LƯỢNG  MẶT TRỜI ĐĨA BAY UFO 300W.png,577877,Đèn Năng Lượng Mặt Trời,SMSMH000065,,,,,,,,,,,,Đèn NLMT đĩa bay UFO 300W,"
• Công suất: 300W 
• Kích thước Panel: 420x420mm 
• Dung lượng pin: 3.2V/25000mAh 
• Thời gian sạc: 4h-6h 
• Thời gian chiếu sáng: 10h-12h 
• Hệ số chống nước: IP66
giá: 903430",903430,20
201,/input/mobile_images/2024/2/17/210/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI JD399.png,577809,Đèn Năng Lượng Mặt Trời,SMDEN000047,,,,,,,,,,,,"Bộ đèn đường năng lượng mặt trời công suất 70w
Bảo hành 2 năm","
• Công suất: 70W 
• Thời gian chiếu sáng: 10~12h 
• Diện tích chiếu sáng: 120m2 
• Công suất tấm pin: 6V/22W 
• Thời gian sạc: 4~6h
giá: 910030",910030,16
200,/input/mobile_images/2024/2/20/491/rp100-rmk.png,509180,Đèn Năng Lượng Mặt Trời,SMDEN000079,756200,831820,7562,Giá trị đơn hàng > 10 triệu,772800,850080,15456,Giá trị đơn hàng từ 5-10 triệu,838400,922240,"71769,6","Đèn pha led năng lượng mặt trời SUNTEK RP-100, công suất 100W","
• Công suất định mức: 100W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 25W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 14-16h liên tục 
• PIN: 36.000mAh LifePO4 
• Kích thước đèn: 29 x 9 x 25.5 Cm 
• Kích thước tấm năng lượng mặt trời: 35 x 1.7 x 53Cm 
• Cân nặng: 4.8kg
giá: 922240",922240,21
199,/input/mobile_images/2023/12/28/536/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RV-300.png,509185,Đèn Năng Lượng Mặt Trời,SMDEN000085,756200,831820,7562,Giá trị đơn hàng > 10 triệu,772800,850080,15456,Giá trị đơn hàng từ 5-10 triệu,838400,922240,"71769,6","Đèn đường năng lượng mặt trời SUNTEK RV-300, công suất 300W","
• Công suất định mức: 300W 
• Tấm pin năng lượng mặt trời: Polycrystal 6V/18W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 24.000mAh LifePO4 
• Kích thước: 34.5 x 7 x 45.5 Cm 
• Cân nặng: 2.7kg
giá: 922240",922240,26
198,/input/mobile_images/2024/2/17/604/ĐÈN BÀN CHẢI  NĂNG LƯỢNG MẶT TRỜI LOTUS 120W.png,577796,Đèn Năng Lượng Mặt Trời,SMDEN000060,,,,,,,,,,,,Đèn Bàn chải NLMT LOTUS - 120W,"
• Kích thước đèn: 550 x 235 x 70 mm 
• Nguồn điện danh định: Năng lượng mặt trời 
• Góc chùm tia: 300 độ 
• Tuổi thọ đèn: 50000h 
• Chu kỳ tắt/bật: không giới hạn số lần 
• Công suất: 120W 
• Dòng điện (Max): 30 mA 
• Hệ số công suất: 0.6
giá: 925100",925100,26
197,/input/mobile_images/2024/2/17/437/BỘ ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 8860L.png,577777,Đèn Năng Lượng Mặt Trời,SMDEN000016,,,,,,,,,,,,"Bộ đèn pha led năng lượng mặt trời Suntek, Model: 8860L","
• Bảng điều khiển năng lượng mặt trời: Mono 20W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Số lượng bóng LED: 100 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 20-24h liên tục 
• PIN: 36.000mAh LiFePO4 
• Kích thước đèn: 28.2 x 22.3 Cm 
• Kích thước tấm năng lượng mặt trời: 35 x 35 x 1.7 Cm 
• Cân nặng: 3.7kg
giá: 928400",928400,29
196,/input/mobile_images/2024/2/18/926/ĐÈN CHỐNG LÓA NĂNG LƯỢNG  MẶT TRỜI 200W.png,577878,Đèn Năng Lượng Mặt Trời,SMSMH000050,911200,1002320,9112,Giá trị đơn hàng > 10 triệu,931100,1024210,18622,Giá trị đơn hàng từ 5-10 triệu,1010100,1111110,"86423,2",Đèn NLMT rời thể chống lóa 200W (Nhôm),"
• Công suất định mức: 200W 
• Kích thước thân đèn: 240mm * 300mm * 80mm 
• Kích thước bảng điều khiển: 600mm * 350mm * 17mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 30W 
• Loại pin: Lithium sắt phosphate 32650 / 3.2V 25000mAh 
• Diện tích sử dụng đề xuất: 100m2 – 200m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 2835-142PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 952930",952930,15
195,/input/mobile_images/2024/2/17/132/ĐÈN NĂNG LƯỢNG MẶT TRỜI  RỜI THỂ CHỐNG LÓA 100W.png,577786,Đèn Năng Lượng Mặt Trời,SMSMH000049,782200,860420,7822,Giá trị đơn hàng > 10 triệu,799400,879340,15988,Giá trị đơn hàng từ 5-10 triệu,867200,953920,"74215,2",Đèn NLMT rời thể chống lóa 100W (Nhôm),"
• Công suất định mức: 100W 
• Kích thước thân đèn: 200mm * 260mm * 80mm 
• Kích thước bảng điều khiển: 350mm * 530mm * 17mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 25W 
• Loại pin: Lithium iron phosphate 32650 / 3.2V 20000mAh 
• Diện tích sử dụng đề xuất: 100m2 – 200m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12H 
• Ngày mưa: 1-2 ngày 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 2835-110PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 953920",953920,26
194,/input/mobile_images/2024/2/17/435/ĐÈN NĂNG LƯỢNG MẶT TRỜI  RỜI THỂ 1 PHA 100W.png,577779,Đèn Năng Lượng Mặt Trời,SMDEN000077,792600,871860,7926,Giá trị đơn hàng > 10 triệu,810000,891000,16200,Giá trị đơn hàng từ 5-10 triệu,878700,966570,"49207,2",Đèn NLMT rời thể 1 pha 100W (Nhôm),"
• Công suất định mức: 100W 
• Kích thước thân đèn: 315mm * 265mm * 70mm 
• Kích thước bảng điều khiển: 530mm X 350 mm* 17mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V / 25W 
• Loại pin: Lithium iron phosphate 32650 / 3.2V 20000mAh 
• Diện tích sử dụng đề xuất: 100m2 – 200m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 5730-230PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 966570",966570,34
182,/input/mobile_images/2024/2/17/6/ĐÈN NĂNG LƯỢNG MẶT TRỜI  BÀN CHẢI RỜI THỂ 100W.png,571236,Đèn Năng Lượng Mặt Trời,SMSMH000055,,,,,,,,,,,,Đèn NLMT bàn chải rời thể 100W (Nhôm),"
• Công suất định mức: 100W
• Kích thước thân đèn: 495mm * 210mm * 70mm 
• Bảng điều khiển: Bảng điều khiển NLMT đa tinh thể 6V / 25W
• Loại pin: Lithium sắt phosphate 32650 / 3.2V 25000mAh
• Diện tích sử dụng đề xuất: 200m2 – 300m2 
• Cấu hình sản phẩm: Điều khiển từ xa, cáp chống thấm 1,2M, vít lắp, cán đèn, cột đèn, khung bảng quang điện
• Thời gian chiếu sáng: 12 giờ 
• Thời gian sạc: 6-8 giờ 
• Tiêu chuẩn bảo vệ chống nước: IP67
• Nhiệt độ màu: 6.500k 
• LED Loại mắt: SMD 5730-360PCS
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 880990",880990,14
193,/input/mobile_images/2023/12/28/267/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK RD-100.png,509188,Đèn Năng Lượng Mặt Trời,SMDEN000088,800100,880110,8001,Giá trị đơn hàng > 10 triệu,817600,899360,16352,Giá trị đơn hàng từ 5-10 triệu,887000,975700,75928,"Đèn đường năng lượng mặt trời SUNTEK RD-100, công suất 100W","
• Công suất định mức: 100W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/20W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp bảo vệ: IP67; IK08 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 3.2V/24.000mAh LiFePo4 
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 45 x 1.5 x 35Cm (DxRxC)
giá: 975700",975700,15
